timestamp,motor.m1,motor.m2,motor.m3,motor.m4
192778,42975.0,47992.0,57142.0,44790.0
192828,54199.0,45398.0,47177.0,44970.0
192878,51656.0,44019.0,46005.0,42308.0
192928,46110.0,46429.0,53244.0,43649.0
192979,51278.0,46815.0,48754.0,43518.0
193028,51945.0,43467.0,49237.0,47130.0
193078,50102.0,51325.0,54436.0,43135.0
193128,53275.0,52347.0,54297.0,45589.0
193178,54447.0,52164.0,54137.0,47680.0
193228,48148.0,57075.0,51060.0,53524.0
193278,53914.0,52747.0,55042.0,49589.0
193328,52268.0,52004.0,53520.0,47328.0
193378,50919.0,49376.0,51129.0,46735.0
193428,49893.0,48210.0,48754.0,44643.0
193478,47939.0,46721.0,48977.0,44904.0
193528,49592.0,47017.0,46482.0,44131.0
193578,50794.0,46077.0,42461.0,41753.0
193628,47493.0,45470.0,44688.0,40936.0
193678,50516.0,44711.0,44502.0,39397.0
193730,49087.0,43865.0,44177.0,42599.0
193778,58750.0,46145.0,30741.0,38630.0
193830,32588.0,47729.0,58223.0,45378.0
193878,48453.0,48374.0,51332.0,45918.0
193928,57569.0,48480.0,40915.0,45959.0
193978,51624.0,48645.0,51111.0,47652.0
194028,52566.0,51529.0,51445.0,47268.0
194078,56665.0,50685.0,47083.0,48985.0
194128,54368.0,49847.0,49870.0,49949.0
194178,54123.0,50398.0,49179.0,49101.0
194228,52079.0,50508.0,52699.0,50128.0
194278,55363.0,50294.0,46712.0,48345.0
194328,54730.0,58073.0,45131.0,31732.0
194378,50648.0,41704.0,49065.0,50681.0
194428,50718.0,42622.0,47427.0,49836.0
194478,51722.0,52358.0,43711.0,37147.0
194528,49692.0,48370.0,47158.0,43655.0
194578,50326.0,46432.0,46943.0,46790.0
194628,51601.0,51113.0,45764.0,42775.0
194678,49424.0,48742.0,47412.0,44703.0
194728,49630.0,49126.0,48956.0,45643.0
194778,50579.0,50819.0,48670.0,44274.0
194828,49501.0,49953.0,49573.0,44127.0
194878,49577.0,48841.0,49573.0,44348.0
194928,54577.0,48251.0,48820.0,41058.0
194978,53344.0,46374.0,46592.0,45942.0
195028,42756.0,53842.0,52598.0,45084.0
195078,50715.0,50423.0,51165.0,44006.0
195128,53714.0,46056.0,51101.0,46485.0
195178,48656.0,51516.0,53310.0,43195.0
195228,46416.0,52623.0,52321.0,44924.0
195278,50371.0,47845.0,51838.0,45253.0
195328,48913.0,46641.0,52877.0,43847.0
195378,48848.0,48383.0,51313.0,40940.0
195428,45338.0,46344.0,53711.0,39775.0
195478,47645.0,40747.0,51385.0,44771.0
195528,52027.0,58270.0,43476.0,12110.0
195578,41662.0,51281.0,56097.0,36848.0
195628,51661.0,29834.0,57199.0,51137.0
195678,55698.0,44660.0,53068.0,42473.0
195728,53161.0,45320.0,55961.0,41569.0
195778,58019.0,23206.0,61221.0,34486.0
195828,53625.0,46917.0,53868.0,46954.0
195878,52741.0,46864.0,54591.0,47117.0
195928,51829.0,46971.0,54663.0,46965.0
195978,58084.0,40429.0,57018.0,41312.0
196028,55692.0,37428.0,51396.0,54467.0
196078,50118.0,55221.0,54792.0,34664.0
196128,52715.0,46859.0,52644.0,44049.0
196178,53672.0,37721.0,51273.0,51799.0
196228,51837.0,45663.0,51448.0,44424.0
196278,51877.0,45923.0,51224.0,43581.0
196328,52172.0,40669.0,51650.0,49243.0
196378,54011.0,44913.0,52514.0,49279.0
196428,54713.0,47374.0,53550.0,48162.0
196478,54296.0,45684.0,54011.0,49947.0
196528,55035.0,45608.0,52013.0,49530.0
196578,53261.0,42352.0,52417.0,51541.0
196628,51896.0,47688.0,51997.0,45970.0
196678,51988.0,43743.0,50839.0,48330.0
196728,51426.0,42639.0,50161.0,48662.0
196778,50336.0,44851.0,50230.0,45643.0
196828,49850.0,43908.0,50759.0,45714.0
196878,51306.0,26367.0,44863.0,53299.0
196928,54137.0,45723.0,53496.0,20240.0
196978,46596.0,44337.0,49325.0,35985.0
197028,46188.0,33712.0,53166.0,43975.0
197078,52006.0,41195.0,46201.0,43298.0
197128,34366.0,52995.0,59289.0,29613.0
197178,53806.0,39744.0,50754.0,48494.0
197228,58034.0,33568.0,46646.0,54062.0
197278,49161.0,51799.0,57158.0,41538.0
197328,51965.0,49791.0,57383.0,45342.0
197378,56203.0,42044.0,52712.0,53360.0
197428,54082.0,49604.0,55361.0,47170.0
197478,51328.0,51725.0,57932.0,45200.0
197528,53574.0,48234.0,55737.0,48080.0
197578,51002.0,49480.0,52872.0,49000.0
197628,51270.0,49086.0,53987.0,42611.0
197678,51941.0,47426.0,53485.0,44381.0
197728,50573.0,45220.0,54670.0,45667.0
197778,49243.0,37995.0,51988.0,47967.0
197828,49320.0,48004.0,47266.0,34756.0
197878,48268.0,47903.0,50979.0,38166.0
197928,48847.0,41707.0,49858.0,45431.0
197978,52154.0,50355.0,49885.0,41007.0
198028,53300.0,52974.0,54078.0,43997.0
198078,54896.0,50795.0,54735.0,50228.0
198128,55186.0,52296.0,53679.0,45909.0
198178,53293.0,50287.0,52413.0,44020.0
198228,53125.0,50123.0,52394.0,43628.0
198278,57565.0,47818.0,40670.0,40924.0
198328,40457.0,46887.0,56163.0,39903.0
198378,50367.0,44160.0,47849.0,41117.0
198428,54840.0,43478.0,40410.0,39706.0
198478,44216.0,45676.0,51744.0,39196.0
198528,49209.0,43938.0,48247.0,42516.0
198578,53923.0,47410.0,46489.0,43852.0
198628,51016.0,48400.0,51934.0,46480.0
198678,55451.0,51813.0,50981.0,47697.0
198728,58510.0,50592.0,50774.0,51859.0
198778,56954.0,51012.0,54387.0,53383.0
198828,57985.0,52091.0,52356.0,51513.0
198878,57965.0,52383.0,50068.0,49380.0
198928,55153.0,48658.0,51873.0,50200.0
198978,54443.0,50195.0,49128.0,45785.0
199028,53620.0,46855.0,47407.0,46000.0
199078,53950.0,44814.0,45404.0,45532.0
199128,49647.0,46409.0,47159.0,44503.0
199178,50880.0,46752.0,45601.0,43571.0
199228,49515.0,45765.0,48188.0,44733.0
199278,50148.0,47406.0,47033.0,44771.0
199328,60977.0,47246.0,17003.0,45023.0
199378,31771.0,50193.0,58172.0,45592.0
199428,27163.0,48417.0,61855.0,45098.0
199478,58682.0,47817.0,43483.0,44616.0
199528,55958.0,47817.0,48799.0,47657.0
199578,52057.0,50183.0,54580.0,46172.0
199628,57232.0,49549.0,46115.0,49728.0
199678,55907.0,49435.0,46176.0,50566.0
199728,55494.0,50913.0,46370.0,48292.0
199778,56924.0,50181.0,43599.0,48940.0
199828,56541.0,49058.0,44020.0,47718.0
199878,57673.0,57323.0,42209.0,30418.0
199928,52812.0,45124.0,49194.0,48910.0
199978,48899.0,31316.0,49162.0,53783.0
200028,50566.0,50246.0,43261.0,37214.0
200078,49292.0,48821.0,44489.0,40683.0
200128,48890.0,44972.0,47216.0,46654.0
200178,51399.0,50949.0,45360.0,45163.0
200228,52337.0,50311.0,48522.0,46689.0
200278,51304.0,50880.0,50744.0,49132.0
200328,52380.0,52714.0,51631.0,46606.0
200378,51836.0,51636.0,50673.0,45829.0
200428,51344.0,49387.0,50937.0,46567.0
200478,52392.0,49116.0,52233.0,42771.0
200528,54991.0,46019.0,46316.0,47267.0
200578,47662.0,50236.0,54276.0,41881.0
200628,50473.0,50241.0,51449.0,43870.0
200678,52832.0,47486.0,50703.0,42650.0
200728,49123.0,48388.0,52013.0,44440.0
200778,51285.0,47494.0,53147.0,42364.0
200828,50644.0,48961.0,50873.0,42856.0
200878,50421.0,46084.0,53628.0,41755.0
200928,45424.0,52418.0,46482.0,46515.0
200978,48916.0,47111.0,51749.0,41859.0
201028,46316.0,38557.0,54196.0,49500.0
201078,55324.0,52906.0,49569.0,21716.0
201128,46356.0,44780.0,53808.0,40421.0
201178,46464.0,35392.0,53529.0,49054.0
201228,52191.0,46013.0,48793.0,40311.0
201278,49164.0,47533.0,53118.0,40260.0
201328,49669.0,39386.0,54190.0,49890.0
201378,50733.0,44159.0,54295.0,45789.0
201428,53097.0,49760.0,51995.0,40989.0
201478,52915.0,42217.0,53068.0,49276.0
201528,53614.0,44098.0,52438.0,48941.0
201578,54238.0,33293.0,54109.0,56886.0
201628,55630.0,56318.0,55044.0,42716.0
201678,56423.0,52876.0,57187.0,48497.0
201728,56041.0,44479.0,58081.0,55994.0
201778,59142.0,51386.0,54621.0,50069.0
201828,55458.0,48485.0,54895.0,48437.0
201878,54516.0,45312.0,56167.0,50731.0
201928,54736.0,45204.0,52210.0,47176.0
201978,52344.0,45332.0,51786.0,44141.0
202028,50457.0,42202.0,51727.0,46112.0
202078,51632.0,40086.0,48840.0,46767.0
202128,48898.0,36113.0,48619.0,48928.0
202178,50027.0,45015.0,50080.0,44279.0
202228,51672.0,45461.0,49589.0,45517.0
202278,49409.0,39556.0,49618.0,48464.0
202328,49589.0,43871.0,47786.0,44287.0
202378,49721.0,43318.0,48791.0,45366.0
202428,49520.0,43223.0,50104.0,47571.0
202478,51319.0,46210.0,50675.0,46793.0
202528,52438.0,47323.0,51968.0,47294.0
202578,54670.0,48320.0,51244.0,47326.0
202628,55336.0,48527.0,51830.0,47546.0
202678,55033.0,48627.0,52810.0,47624.0
202728,54794.0,47637.0,54646.0,47513.0
202778,58084.0,43558.0,49328.0,49902.0
202828,51372.0,47479.0,53966.0,41282.0
202878,51281.0,44989.0,54980.0,40184.0
202928,53351.0,43051.0,50556.0,44370.0
202978,51092.0,40361.0,53666.0,47177.0
203028,53346.0,44442.0,51667.0,46183.0
203078,54598.0,45521.0,52279.0,44498.0
203128,55112.0,46244.0,53096.0,47211.0
203178,55993.0,46814.0,54990.0,49346.0
203228,57017.0,47819.0,56762.0,50594.0
203278,52907.0,56090.0,61426.0,30460.0
203328,52288.0,38088.0,56501.0,51713.0
203378,51903.0,46286.0,53665.0,40319.0
203428,52166.0,46208.0,52640.0,41669.0
203478,51210.0,40584.0,52142.0,46758.0
203528,50529.0,41800.0,51732.0,45264.0
203578,51105.0,45130.0,51593.0,34265.0
203628,48703.0,41381.0,50993.0,43036.0
203678,49053.0,39965.0,48746.0,42769.0
203728,50885.0,45662.0,49640.0,40802.0
203778,51513.0,44773.0,52132.0,44945.0
203828,58730.0,54126.0,39221.0,47503.0
203878,46736.0,50287.0,59118.0,46753.0
203928,53075.0,49032.0,54034.0,45293.0
203978,55064.0,45969.0,46528.0,42303.0
204028,42748.0,59330.0,39452.0,50330.0
204078,52770.0,49186.0,55376.0,48830.0
204128,47637.0,59724.0,39102.0,56277.0
204178,53409.0,52126.0,54450.0,44718.0
204228,45232.0,60010.0,42488.0,56652.0
204278,58018.0,51845.0,49528.0,46663.0
204328,52554.0,50225.0,53062.0,48553.0
204378,55034.0,48912.0,48472.0,48016.0
204428,52930.0,47289.0,47950.0,48078.0
204478,52567.0,48552.0,45823.0,45138.0
204528,50456.0,44562.0,45592.0,49305.0
204578,50683.0,46464.0,45972.0,44106.0
204628,47609.0,50741.0,40525.0,48193.0
204678,48815.0,45485.0,47293.0,44332.0
204728,51187.0,46886.0,45409.0,43692.0
204778,50417.0,47791.0,46615.0,43708.0
204828,49760.0,46954.0,48104.0,45021.0
204878,61337.0,46438.0,15705.0,46438.0
204928,48953.0,49813.0,51520.0,44485.0
204978,46289.0,43440.0,60573.0,44397.0
205028,58476.0,51108.0,43094.0,46272.0
205078,58063.0,50287.0,45378.0,46897.0
205128,52348.0,50307.0,53936.0,48471.0
205178,56827.0,51478.0,49730.0,48359.0
205228,57319.0,49887.0,49371.0,49847.0
205278,55630.0,51995.0,51154.0,48187.0
205328,56852.0,51742.0,50676.0,49739.0
205378,58822.0,47247.0,52683.0,46582.0
205428,56237.0,51030.0,50279.0,48052.0
205478,55068.0,48887.0,48517.0,44288.0
205528,52162.0,40083.0,51711.0,52266.0
205578,53990.0,51360.0,45218.0,39689.0
205628,52172.0,50899.0,47977.0,39978.0
205678,48740.0,42540.0,47780.0,47163.0
205728,51971.0,47920.0,44787.0,43750.0
205778,52151.0,52930.0,49655.0,43436.0
205828,51020.0,50383.0,53103.0,49345.0
205878,54587.0,52199.0,50890.0,48748.0
205928,52374.0,52796.0,50382.0,42801.0
205978,49092.0,49480.0,52241.0,44968.0
206028,47231.0,51547.0,54093.0,41822.0
206078,57656.0,47234.0,46247.0,49012.0
206128,50991.0,52300.0,54701.0,44297.0
206178,49990.0,52073.0,55145.0,44485.0
206228,54211.0,48437.0,50097.0,46296.0
206278,49935.0,48530.0,51806.0,43606.0
206328,48608.0,48312.0,52015.0,42076.0
206380,49499.0,46555.0,50316.0,42276.0
206428,48162.0,45572.0,50533.0,41857.0
206480,52126.0,45042.0,45885.0,41734.0
206528,48281.0,49864.0,52225.0,38337.0
206580,46191.0,27404.0,55433.0,56355.0
206628,55633.0,54183.0,46640.0,32014.0
206678,51947.0,58758.0,48778.0,22450.0
206728,42566.0,40009.0,57541.0,49193.0
206778,52581.0,41796.0,52478.0,44310.0
206828,52531.0,49748.0,50505.0,37782.0
206878,49159.0,44944.0,57553.0,46471.0
206928,54432.0,36068.0,56956.0,54126.0
206978,56987.0,46443.0,54131.0,47842.0
207028,51693.0,48455.0,58860.0,47508.0
207078,52757.0,44740.0,57173.0,53323.0
207128,57259.0,20972.0,50144.0,61875.0
207178,51478.0,55008.0,55623.0,40155.0
207228,51965.0,60640.0,55283.0,25726.0
207278,53153.0,40457.0,54072.0,52323.0
207328,54219.0,40835.0,54528.0,53344.0
207378,55319.0,54742.0,51443.0,42307.0
207428,55517.0,46795.0,53694.0,50285.0
207478,54839.0,41251.0,55037.0,55102.0
207528,55544.0,42669.0,49375.0,50378.0
207578,51698.0,46241.0,50723.0,43156.0
207628,51378.0,41710.0,51361.0,46529.0
207678,50737.0,38601.0,49192.0,48469.0
207728,49966.0,44681.0,50087.0,43995.0
207779,50441.0,45278.0,49676.0,44865.0
207829,51093.0,41828.0,50310.0,48644.0
207878,51358.0,44339.0,50119.0,47660.0
207929,51368.0,45374.0,50339.0,47455.0
207978,49957.0,44389.0,51266.0,48029.0
208029,51805.0,45360.0,49943.0,47749.0
208078,52274.0,46528.0,50136.0,47117.0
208129,50954.0,45444.0,52505.0,48388.0
208178,53001.0,46048.0,51575.0,48547.0
208228,53160.0,46537.0,52830.0,49067.0
208278,51446.0,48548.0,55120.0,47110.0
208328,57376.0,43263.0,48750.0,50921.0
208378,50688.0,48016.0,56672.0,47304.0
208428,53480.0,49995.0,55198.0,45076.0
208480,53976.0,46483.0,54904.0,48365.0
208528,52824.0,47549.0,55963.0,47938.0
208578,53820.0,50151.0,55227.0,45962.0
208628,54117.0,48321.0,55776.0,48265.0
208678,52446.0,50475.0,57350.0,46546.0
208728,54003.0,51762.0,56481.0,44723.0
208778,54650.0,50623.0,55974.0,44486.0
208828,57493.0,58297.0,54467.0,31805.0
208878,51091.0,45852.0,59469.0,48025.0
208928,53032.0,42212.0,56437.0,47541.0
208978,53743.0,47944.0,50086.0,34757.0
209028,48456.0,43602.0,51506.0,35454.0
209078,48807.0,42165.0,52239.0,40583.0
209128,51051.0,44688.0,49803.0,38306.0
209178,49593.0,46414.0,50555.0,36485.0
209228,49104.0,45994.0,50396.0,36721.0
209278,49794.0,44742.0,49001.0,38716.0
209328,52413.0,51464.0,51463.0,37906.0
209378,62347.0,53499.0,40839.0,45993.0
209428,46312.0,58379.0,54751.0,55716.0
209478,53507.0,55254.0,59634.0,49586.0
209528,61227.0,54032.0,49594.0,49470.0
209578,56140.0,52780.0,55593.0,49828.0
209628,50779.0,48814.0,52419.0,43131.0
209678,53037.0,46387.0,45290.0,40462.0
209728,49284.0,45283.0,47676.0,39250.0
209779,49352.0,43775.0,48151.0,42497.0
209828,53637.0,46192.0,45681.0,42670.0
209878,55121.0,52453.0,52416.0,44938.0
209928,57287.0,49754.0,53364.0,52666.0
209978,58880.0,52074.0,51239.0,50958.0
210028,56234.0,53935.0,51490.0,47207.0
210078,53602.0,51243.0,51681.0,47882.0
210128,55087.0,49662.0,46477.0,47272.0
210178,50487.0,49004.0,48775.0,44432.0
210228,50140.0,48026.0,47450.0,44431.0
210278,53157.0,48133.0,42570.0,42481.0
210328,48057.0,47944.0,48503.0,42821.0
210378,49296.0,46822.0,47982.0,44876.0
210428,51358.0,46292.0,45581.0,44504.0
210478,54951.0,48156.0,42374.0,43093.0
210528,31835.0,50370.0,60367.0,45462.0
210578,53719.0,49710.0,50081.0,46112.0
210628,59611.0,48842.0,41576.0,46847.0
210678,52148.0,50306.0,54279.0,47370.0
210728,55028.0,53364.0,53863.0,47958.0
210778,59249.0,52442.0,48748.0,49438.0
210828,55935.0,51617.0,53266.0,50372.0
210878,55982.0,52248.0,51637.0,48619.0
210928,57642.0,52652.0,47883.0,47054.0
210978,56377.0,49464.0,46895.0,50063.0
211028,55439.0,52484.0,45630.0,41464.0
211078,53588.0,31944.0,47635.0,56242.0
211128,50804.0,47017.0,46136.0,49807.0
211178,51462.0,54466.0,43942.0,41157.0
211228,51680.0,47360.0,46045.0,48308.0
211278,51317.0,49051.0,47053.0,47452.0
211328,52825.0,53430.0,46093.0,42595.0
211378,53129.0,51269.0,47171.0,46074.0
211428,52118.0,53170.0,49434.0,45081.0
211478,51152.0,55731.0,50790.0,42161.0
211528,51087.0,51012.0,48987.0,44886.0
211578,39165.0,55694.0,56555.0,35991.0
211628,57657.0,46613.0,44354.0,39641.0
211678,53671.0,45556.0,50822.0,41957.0
211728,45531.0,54545.0,53233.0,42960.0
211778,53154.0,53510.0,50474.0,43166.0
211828,51735.0,49340.0,54559.0,47746.0
211878,50293.0,52539.0,55493.0,46495.0
211928,52540.0,52203.0,53885.0,45593.0
211978,50313.0,48353.0,55164.0,46193.0
212028,48886.0,49949.0,54061.0,43356.0
212078,48825.0,48373.0,52802.0,41449.0
212128,37639.0,27047.0,58589.0,54657.0
212178,53041.0,55822.0,47069.0,23227.0
212228,51945.0,58194.0,47243.0,16779.0
212278,41311.0,39794.0,57206.0,46815.0
212328,51674.0,38608.0,54719.0,45983.0
212378,54046.0,50316.0,51693.0,37463.0
212428,50381.0,45564.0,56604.0,44803.0
212478,52942.0,41223.0,57014.0,48836.0
212528,55221.0,46006.0,55494.0,46523.0
212578,54559.0,45161.0,56127.0,48669.0
212628,54333.0,43186.0,56190.0,51323.0
212678,54385.0,43747.0,55335.0,51827.0
212728,55127.0,42559.0,53822.0,52181.0
212778,47727.0,55974.0,54818.0,14091.0
212828,51446.0,38639.0,46068.0,39366.0
212878,51881.0,22500.0,46405.0,51125.0
212928,50010.0,42060.0,46215.0,42244.0
212978,57761.0,55638.0,58698.0,50229.0
213028,61912.0,51317.0,57800.0,58412.0
213078,62589.0,53249.0,60769.0,59509.0
213128,61606.0,55269.0,58764.0,53901.0
213178,59031.0,52987.0,58832.0,50397.0
213228,56532.0,48942.0,57177.0,49577.0
213278,55049.0,42843.0,51684.0,46385.0
213328,48777.0,47208.0,51534.0,33665.0
213378,48176.0,41669.0,49495.0,36564.0
213428,48044.0,36268.0,49500.0,41643.0
213478,46947.0,36242.0,48257.0,39083.0
213528,46741.0,41981.0,47685.0,33246.0
213578,48193.0,39672.0,48411.0,38691.0
213628,48683.0,37810.0,49927.0,43404.0
213678,50567.0,43297.0,50698.0,42389.0
213728,51256.0,43910.0,51231.0,43654.0
213778,53723.0,46528.0,51796.0,43687.0
213828,47101.0,50004.0,57873.0,41186.0
213878,57459.0,41358.0,49424.0,50127.0
213928,54728.0,47854.0,52749.0,44990.0
213978,51935.0,51029.0,56224.0,42447.0
214028,54213.0,47474.0,53565.0,48328.0
214078,52037.0,45716.0,54515.0,51528.0
214128,53267.0,48168.0,53923.0,49504.0
214178,54183.0,46864.0,53650.0,48733.0
214228,54475.0,44975.0,54082.0,49488.0
214278,54528.0,48595.0,56396.0,45508.0
214328,56015.0,48764.0,57489.0,45253.0
214378,55497.0,57762.0,58612.0,31406.0
214428,51227.0,43954.0,60075.0,50542.0
214478,51522.0,43127.0,56324.0,50860.0
214528,52757.0,50307.0,51627.0,35809.0
214578,47102.0,38550.0,52572.0,43977.0
214628,50131.0,41726.0,51578.0,45353.0
214680,51406.0,47052.0,49988.0,38618.0
214728,52255.0,48210.0,52124.0,38646.0
214779,51414.0,46811.0,51110.0,41093.0
214828,50336.0,46680.0,51516.0,41243.0
214879,48680.0,44980.0,50422.0,38457.0
214928,61620.0,45962.0,18911.0,45962.0
214979,47984.0,46137.0,54837.0,43546.0
215028,38698.0,46778.0,60344.0,44555.0
215080,58358.0,50637.0,47436.0,42799.0
215131,55554.0,50438.0,54171.0,47610.0
215178,51741.0,50154.0,55559.0,45390.0
215231,55929.0,50636.0,49959.0,42889.0
215278,55429.0,47695.0,50457.0,45414.0
215331,54420.0,51684.0,54392.0,46223.0
215378,57020.0,51210.0,53155.0,48532.0
215428,58515.0,51097.0,52065.0,50384.0
