Timestamp,stateEstimateZ.x,stateEstimateZ.y,stateEstimateZ.z,stateEstimateZ.vx,stateEstimateZ.vy,stateEstimateZ.vz,stateEstimateZ.qw,stateEstimateZ.qx,stateEstimateZ.qy,stateEstimateZ.qz,stateEstimateZ.rateRoll,stateEstimateZ.ratePitch,stateEstimateZ.rateYaw
823581,9,-4,420,-31,25,20,0.004151311826926893,0.0,0.01383770608975631,0.9998956368043063,-54,-51,-14
823631,8,-3,421,-28,21,21,0.004151311826926893,0.001383770608975631,0.015221476698731942,0.9998745713518907,67,-23,-22
823681,7,-3,422,-24,16,20,0.005535082435902524,0.001383770608975631,0.011070164871805049,0.9999224467382661,-20,13,18
823731,7,-3,424,-19,11,19,0.004151311826926893,0.001383770608975631,0.01383770608975631,0.9998946792933698,-48,-11,-45
823781,6,-3,425,-16,7,14,0.004151311826926893,0.001383770608975631,0.009686394262829417,0.9999435111821079,-31,46,39
823831,7,-3,427,-11,3,17,0.002767541217951262,0.001383770608975631,0.015221476698731942,0.9998793589936831,0,17,-4
823881,7,-4,428,-8,0,15,0.002767541217951262,0.0,0.01383770608975631,0.9999004243452347,-44,38,0
823931,8,-5,429,-4,-2,11,0.001383770608975631,-0.0,0.008302623653853786,0.9999645751822233,-70,38,69
823981,9,-6,430,-3,-3,11,-0.0,-0.0,0.009686394262829417,0.9999530857826207,-33,31,75
824031,6,-4,432,-11,2,20,-0.001383770608975631,-0.001383770608975631,0.01660524730770757,0.9998602082889654,-1,-27,22
824081,6,-3,432,-8,3,7,-0.001383770608975631,-0.0,0.020756559134634464,0.999783601801806,8,-14,-15
824131,6,-3,430,-4,2,-2,-0.001383770608975631,-0.001383770608975631,0.023524100352585727,0.9997213547086032,-16,16,-25
824181,6,-3,429,-4,3,-7,-0.001383770608975631,-0.001383770608975631,0.023524100352585727,0.9997213547086032,-7,-11,-22
824231,6,-3,429,-5,4,-3,-0.001383770608975631,-0.001383770608975631,0.023524100352585727,0.9997213547086032,-13,5,-14
824281,5,-3,429,-6,6,-2,-0.002767541217951262,-0.001383770608975631,0.023524100352585727,0.9997184816722706,7,43,-13
824331,5,-3,429,-7,8,0,-0.002767541217951262,-0.001383770608975631,0.023524100352585727,0.9997184816722706,18,27,0
824381,4,-2,429,-9,10,4,-0.001383770608975631,-0.001383770608975631,0.023524100352585727,0.9997213547086032,16,-14,-8
824431,4,-1,429,-11,12,2,-0.001383770608975631,-0.001383770608975631,0.022140329743610097,0.9997529575633411,21,-9,-16
824481,3,-1,429,-12,13,4,-0.001383770608975631,-0.001383770608975631,0.022140329743610097,0.9997529575633411,42,-21,-13
824531,3,0,430,-12,13,5,0.0,-0.0,0.022140329743610097,0.9997548728557637,26,-17,0
824581,2,0,430,-12,13,5,0.0,-0.0,0.022140329743610097,0.9997548728557637,11,-24,-6
824631,0,-1,429,-17,6,2,0.001383770608975631,0.0,0.02767541217951262,0.999616004643581,50,-35,-79
824681,0,0,430,-16,5,6,0.001383770608975631,0.001383770608975631,0.020756559134634464,0.9997826441835715,-34,-46,14
824731,-1,0,430,-14,5,3,0.0,0.002767541217951262,0.011070164871805049,0.999934893963261,-35,-23,76
824781,-16,18,422,-42,41,5,-0.001383770608975631,0.001383770608975631,0.017989017916683205,0.9998362693922425,167,-59,28
824831,-17,20,420,-34,39,-7,0.005535082435902524,0.006918853044878155,0.023524100352585727,0.9996840045922375,300,-237,8
824881,-18,22,419,-22,31,-13,0.011070164871805049,0.011070164871805049,0.02629164157053699,0.9995317165968014,52,-42,-27
824931,-19,23,418,-7,21,-7,0.011070164871805049,0.011070164871805049,0.022140329743610097,0.9996322867426133,-4,35,11
824981,-19,24,417,3,11,4,0.012453935480780678,0.011070164871805049,0.017989017916683205,0.9996993278857123,46,-41,91
825031,-18,24,418,16,0,19,0.012453935480780678,0.011070164871805049,0.020756559134634464,0.9996456953309217,-37,82,59
825081,-17,24,419,26,-11,27,0.011070164871805049,0.008302623653853786,0.023524100352585727,0.9996274979174867,0,93,0
825131,-15,23,422,33,-22,43,0.011070164871805049,0.005535082435902524,0.019372788525658834,0.9997357197664185,-79,40,45
825181,-14,22,424,39,-31,52,0.008302623653853786,0.004151311826926893,0.023524100352585727,0.999680173732169,-97,105,-10
825231,-11,20,427,44,-38,47,0.006918853044878155,0.001383770608975631,0.020756559134634464,0.9997596610707673,-44,98,-1
825281,-9,19,428,47,-44,41,0.005535082435902524,0.001383770608975631,0.017989017916683205,0.9998219057790856,-118,113,63
825331,-6,16,430,48,-50,30,0.002767541217951262,-0.001383770608975631,0.01383770608975631,0.9998994668388829,-118,85,63
825381,-4,13,432,47,-53,19,0.001383770608975631,-0.002767541217951262,0.012453935480780678,0.9999176593027794,-80,53,78
