timestamp,motor.m1,motor.m2,motor.m3,motor.m4
708206,58968.0,44285.0,59979.0,45034.0
708257,60950.0,43547.0,42530.0,54661.0
708306,59675.0,52446.0,51344.0,51289.0
708357,42744.0,59163.0,61247.0,46748.0
708406,46529.0,49912.0,60753.0,43292.0
708456,57220.0,39795.0,54221.0,51762.0
708506,58256.0,43947.0,44881.0,50934.0
708563,44671.0,53446.0,54630.0,40056.0
708607,42196.0,49720.0,57705.0,35553.0
708656,52506.0,38353.0,51780.0,43461.0
708706,55622.0,34574.0,41928.0,48375.0
708763,42341.0,46800.0,49154.0,41324.0
708806,38598.0,50892.0,54459.0,31911.0
708856,50131.0,43352.0,50400.0,33451.0
708906,53580.0,32855.0,41699.0,45502.0
708957,44040.0,38293.0,48400.0,47325.0
709007,38225.0,49654.0,52899.0,35111.0
709057,51066.0,47869.0,49389.0,28010.0
709106,53987.0,38706.0,43964.0,42394.0
709157,43724.0,35853.0,50622.0,49046.0
709207,40524.0,46243.0,53363.0,41224.0
709257,52680.0,50231.0,48108.0,29189.0
709306,54059.0,44109.0,45305.0,38689.0
709356,42636.0,37252.0,53210.0,48862.0
709406,41790.0,42843.0,54426.0,43956.0
709457,54537.0,48886.0,46676.0,32683.0
709507,54946.0,47265.0,46371.0,39098.0
709557,41985.0,41902.0,55274.0,49263.0
709609,44733.0,43485.0,56104.0,45194.0
709656,55984.0,48738.0,46565.0,36328.0
709706,54373.0,46714.0,46087.0,38451.0
709758,40757.0,40847.0,54777.0,45524.0
709807,43516.0,41358.0,54594.0,43539.0
709857,55735.0,45060.0,44938.0,37354.0
709907,54672.0,47036.0,45500.0,40637.0
709956,42761.0,45903.0,55907.0,46600.0
710008,46501.0,44236.0,56559.0,43375.0
710056,56823.0,45177.0,46648.0,40284.0
710107,54200.0,45445.0,46112.0,42665.0
710156,41650.0,45294.0,55438.0,44342.0
710206,46625.0,45060.0,55775.0,41820.0
710257,57019.0,44908.0,46089.0,40741.0
710307,53366.0,44810.0,47084.0,43892.0
710356,41711.0,46225.0,55396.0,44439.0
710406,47273.0,45641.0,55428.0,39745.0
710456,56215.0,43658.0,45956.0,40284.0
710506,52466.0,43243.0,46636.0,44845.0
710557,41044.0,46027.0,55187.0,43644.0
710606,47997.0,45923.0,54287.0,38033.0
710658,55662.0,42731.0,44612.0,39962.0
710706,51077.0,41771.0,47198.0,45157.0
710756,41032.0,45885.0,54974.0,44890.0
710806,48487.0,46925.0,53800.0,37814.0
710856,56594.0,45053.0,45938.0,41899.0
710906,50864.0,42975.0,49403.0,47954.0
710957,40890.0,46692.0,55708.0,44824.0
711006,49818.0,47731.0,53339.0,36977.0
711056,56232.0,43715.0,44066.0,40334.0
711106,48906.0,41232.0,49169.0,46917.0
711157,40342.0,45651.0,54562.0,43786.0
711206,50531.0,47085.0,52127.0,35827.0
711256,56346.0,44704.0,44392.0,40810.0
711307,48167.0,42714.0,50905.0,48236.0
711356,40894.0,46492.0,55497.0,44996.0
711407,52682.0,47426.0,51188.0,36769.0
711456,56839.0,45219.0,44537.0,41514.0
711506,47740.0,43599.0,51880.0,48595.0
711556,41971.0,47105.0,56275.0,45285.0
711607,52573.0,48173.0,49745.0,37359.0
711656,55662.0,44627.0,43074.0,41261.0
711707,44578.0,42563.0,51124.0,48010.0
711756,39686.0,45518.0,55049.0,43425.0
711806,52519.0,47460.0,48269.0,36399.0
711862,54737.0,44681.0,43003.0,43564.0
711906,44662.0,43237.0,51738.0,48472.0
711956,40411.0,47533.0,55059.0,45340.0
712006,53110.0,48618.0,48204.0,37715.0
712056,55155.0,45907.0,41876.0,43712.0
712106,44326.0,44097.0,50728.0,49462.0
712156,39741.0,48585.0,54551.0,44786.0
712206,52228.0,50395.0,45580.0,39847.0
712257,41334.0,56637.0,27333.0,53848.0
712307,35452.0,51078.0,42892.0,54570.0
712357,30014.0,54975.0,34444.0,57511.0
712407,14664.0,58423.0,42095.0,57479.0
712457,8934.0,59599.0,37138.0,58192.0
712507,0.0,59884.0,52950.0,59236.0
712556,11697.0,60057.0,44739.0,60118.0
712606,35432.0,52372.0,59355.0,50333.0
712657,59854.0,57015.0,34885.0,51189.0
712706,60950.0,53616.0,27735.0,51139.0
712757,47524.0,51611.0,51804.0,57314.0
712806,30758.0,52034.0,61048.0,56211.0
712856,54064.0,52178.0,55648.0,44437.0
712907,60460.0,48322.0,29354.0,39755.0
712957,52815.0,41397.0,39085.0,48339.0
713006,25117.0,42702.0,56937.0,49707.0
713057,34712.0,48742.0,57443.0,37583.0
713113,58994.0,44587.0,38559.0,32172.0
713156,58282.0,39177.0,34015.0,44414.0
713206,39350.0,40410.0,53680.0,50278.0
713256,31549.0,49508.0,58948.0,41323.0
713306,55308.0,47483.0,50835.0,29930.0
713356,59465.0,39417.0,36852.0,42470.0
713408,43689.0,38524.0,52879.0,50656.0
713459,32746.0,48877.0,58017.0,41944.0
713517,56266.0,47727.0,49345.0,29676.0
713557,59055.0,41557.0,40246.0,41097.0
713606,48441.0,38592.0,50390.0,51017.0
713657,34306.0,48295.0,58367.0,44810.0
713707,52092.0,50775.0,54234.0,29966.0
713759,58418.0,43202.0,42372.0,40235.0
713812,47302.0,37687.0,50841.0,50878.0
713860,36634.0,47535.0,57395.0,45901.0
713913,52473.0,51597.0,53255.0,30448.0
713956,58965.0,46720.0,43799.0,37552.0
714007,48870.0,36770.0,50413.0,49799.0
714059,36324.0,43740.0,56866.0,47552.0
714112,51736.0,49881.0,51470.0,30672.0
714160,58062.0,45730.0,42654.0,34584.0
714206,48527.0,38571.0,49330.0,48042.0
714256,35473.0,41036.0,57061.0,49316.0
714306,50411.0,48775.0,52855.0,35898.0
714356,58452.0,47748.0,42152.0,34218.0
714410,48890.0,40997.0,50961.0,47712.0
714460,38379.0,42681.0,57843.0,48145.0
714512,53100.0,48332.0,52229.0,35860.0
714556,59096.0,48258.0,43154.0,35904.0
714611,49001.0,42364.0,51946.0,48683.0
714659,37816.0,43893.0,58118.0,49257.0
714706,49736.0,47105.0,53998.0,37149.0
714756,58644.0,47029.0,41725.0,35981.0
714812,49222.0,42143.0,50034.0,48155.0
714856,37422.0,44198.0,57768.0,49197.0
714908,49692.0,47756.0,54465.0,36614.0
714956,58294.0,46323.0,42419.0,36905.0
715009,50546.0,40411.0,48526.0,46201.0
715059,37468.0,43824.0,57180.0,46987.0
715112,50424.0,47080.0,53981.0,35776.0
715160,58779.0,45919.0,42710.0,36742.0
715206,52305.0,41709.0,47093.0,45717.0
715256,37604.0,43203.0,56960.0,46977.0
715307,49890.0,47877.0,55034.0,38088.0
715356,58499.0,47130.0,44218.0,38289.0
715409,52516.0,43453.0,49363.0,49014.0
715456,39395.0,45533.0,57060.0,48213.0
715507,48958.0,48534.0,54852.0,38060.0
715556,58427.0,47165.0,44008.0,40141.0
715606,52577.0,41623.0,48101.0,48008.0
715657,39661.0,45814.0,56708.0,48385.0
715709,49834.0,48635.0,54039.0,35685.0
715759,58061.0,45386.0,43974.0,37852.0
715806,51715.0,39236.0,47864.0,46818.0
715870,39178.0,44547.0,56153.0,45072.0
715907,48629.0,47787.0,53418.0,36129.0
715957,58267.0,47077.0,44099.0,37242.0
716008,52581.0,41719.0,49518.0,48817.0
716056,41091.0,44463.0,57623.0,48982.0
716107,51053.0,49139.0,54765.0,36741.0
716160,57985.0,45021.0,44779.0,35255.0
716207,50510.0,38554.0,48579.0,45648.0
716262,38663.0,41596.0,56034.0,45378.0
716306,48932.0,46087.0,52982.0,35455.0
716357,57944.0,46056.0,43950.0,35199.0
716407,52281.0,41983.0,50115.0,46388.0
716456,41477.0,42544.0,57765.0,47259.0
716506,52341.0,47352.0,55104.0,37550.0
716556,59809.0,46524.0,47024.0,37445.0
716606,53876.0,41274.0,51086.0,46324.0
716656,42004.0,41969.0,57966.0,44875.0
716706,51894.0,45959.0,54184.0,33815.0
716756,58853.0,44008.0,44924.0,34001.0
716806,52194.0,39749.0,50370.0,44847.0
716856,42128.0,42638.0,57431.0,45403.0
716906,52640.0,46437.0,54708.0,36295.0
716956,58886.0,44218.0,46020.0,35842.0
717007,52360.0,40862.0,51368.0,45327.0
717057,42126.0,43585.0,57597.0,43520.0
717111,54412.0,46541.0,53260.0,34109.0
717156,59105.0,44261.0,46305.0,37756.0
717212,50758.0,41488.0,52875.0,47447.0
717256,43085.0,43882.0,57589.0,43276.0
717312,54854.0,46909.0,52900.0,33575.0
717356,58703.0,43967.0,45183.0,37839.0
717406,52225.0,40287.0,51384.0,47329.0
717456,44737.0,44419.0,57858.0,45531.0
717511,56079.0,49897.0,53665.0,34441.0
717563,59168.0,43300.0,47290.0,39078.0
717610,51574.0,38444.0,52377.0,47985.0
717657,44680.0,42119.0,56608.0,44439.0
717707,54515.0,47290.0,51525.0,31846.0
717756,58788.0,45074.0,45680.0,34227.0
717806,51791.0,40578.0,52103.0,46134.0
717856,45240.0,42171.0,57275.0,45314.0
717906,55027.0,46587.0,52204.0,33963.0
717956,58893.0,44739.0,45985.0,34689.0
718006,51973.0,41117.0,52828.0,45687.0
718060,45644.0,42259.0,58260.0,42770.0
718106,55546.0,45988.0,53539.0,34014.0
718160,59025.0,43498.0,46743.0,35992.0
718207,52229.0,40486.0,54196.0,44140.0
718256,46727.0,41309.0,58607.0,41825.0
718307,56579.0,43806.0,53967.0,34397.0
718356,59962.0,42463.0,48283.0,36421.0
718411,52594.0,40153.0,54381.0,44058.0
718459,46249.0,41746.0,58064.0,39075.0
718507,55553.0,42993.0,53659.0,32226.0
718560,58355.0,39212.0,46929.0,35647.0
718606,52196.0,39147.0,53001.0,43992.0
718656,46205.0,42758.0,57896.0,40324.0
718710,55480.0,43050.0,52446.0,29123.0
718756,58023.0,40425.0,46376.0,35424.0
718806,50182.0,37439.0,53258.0,43977.0
718857,45312.0,42025.0,57232.0,39532.0
718910,57296.0,45295.0,51663.0,32875.0
718956,58769.0,41818.0,46850.0,37761.0
719006,50928.0,39420.0,54410.0,45862.0
719056,47367.0,43171.0,57743.0,40930.0
719108,57798.0,46458.0,51346.0,34353.0
719156,59223.0,42319.0,48309.0,40764.0
719207,50618.0,42084.0,55754.0,48010.0
719256,49079.0,46821.0,58679.0,41382.0
719306,58409.0,47730.0,53593.0,33595.0
719356,59797.0,41202.0,50071.0,40337.0
719406,52553.0,39047.0,55814.0,47052.0
719456,47560.0,41945.0,57846.0,36768.0
719506,55797.0,43469.0,51759.0,26082.0
719556,57455.0,36829.0,47512.0,33775.0
719610,47980.0,33510.0,54378.0,44340.0
719657,46475.0,39491.0,56974.0,39521.0
719710,57454.0,45256.0,50905.0,30515.0
719757,58611.0,41588.0,47917.0,35624.0
719806,50645.0,39618.0,55066.0,46546.0
719857,47328.0,42208.0,58454.0,42935.0
719906,57433.0,46043.0,52209.0,35149.0
719957,58816.0,42871.0,48073.0,38646.0
720013,48831.0,41435.0,55896.0,46628.0
720056,47376.0,43422.0,57874.0,42259.0
720111,57328.0,45867.0,51289.0,35064.0
720161,57535.0,40791.0,47484.0,38967.0
720206,50143.0,40925.0,54376.0,46209.0
720256,47030.0,44335.0,57162.0,41508.0
720313,57007.0,44791.0,48868.0,33464.0
720356,56897.0,40315.0,46145.0,37338.0
720406,47352.0,38882.0,53825.0,44600.0
720457,45631.0,42880.0,56493.0,40208.0
720506,55970.0,44101.0,50389.0,32637.0
720556,57598.0,40566.0,46776.0,38551.0
720614,48338.0,40923.0,56246.0,46703.0
720661,49208.0,45895.0,57826.0,40210.0
720711,58448.0,45970.0,52074.0,34334.0
720761,57310.0,40938.0,49613.0,41548.0
720807,49558.0,40952.0,56233.0,47347.0
720856,48119.0,45344.0,58147.0,39261.0
720906,57471.0,45817.0,51327.0,31534.0
720961,48413.0,44148.0,55776.0,39521.0
721012,50282.0,40917.0,50126.0,48846.0
721057,43107.0,49883.0,47909.0,50190.0
721106,39246.0,54408.0,51637.0,44796.0
721159,45982.0,50283.0,50021.0,47724.0
721207,33278.0,47069.0,58884.0,52425.0
721257,17271.0,56509.0,55892.0,57696.0
721307,7478.0,58895.0,61048.0,52804.0
721356,0.0,60950.0,60398.0,58531.0
721406,0.0,61447.0,60442.0,61447.0
721456,0.0,61247.0,47650.0,61154.0
721513,61447.0,60870.0,0.0,37945.0
721559,60171.0,48317.0,0.0,46132.0
721607,59599.0,39805.0,0.0,56396.0
721660,32932.0,53373.0,53419.0,60040.0
721711,0.0,59453.0,62259.0,57726.0
721760,26729.0,50872.0,61148.0,40005.0
721806,60655.0,47209.0,44450.0,41612.0
721856,59979.0,41662.0,11066.0,46809.0
721911,52120.0,48574.0,44430.0,52417.0
721959,20268.0,55678.0,61048.0,49891.0
722012,43246.0,48874.0,60753.0,36687.0
722056,60753.0,43162.0,47546.0,42088.0
722106,60075.0,37600.0,35016.0,48144.0
722157,50496.0,48232.0,52239.0,49517.0
722207,38359.0,54580.0,60851.0,40003.0
722256,54891.0,47660.0,58327.0,34176.0
722309,60460.0,35790.0,44949.0,46492.0
722357,53107.0,38302.0,50765.0,49470.0
722406,39591.0,50441.0,57761.0,39035.0
722456,47985.0,50188.0,58545.0,25447.0
722506,58395.0,37280.0,47714.0,38489.0
722556,54224.0,28073.0,47273.0,50285.0
722607,40057.0,41998.0,55143.0,45144.0
722658,48979.0,52483.0,54548.0,25241.0
722711,58401.0,45155.0,46629.0,32523.0
722760,52419.0,33505.0,50488.0,51918.0
722806,40353.0,37964.0,57120.0,52011.0
722858,50127.0,51623.0,53848.0,33463.0
722912,58599.0,49815.0,45357.0,28889.0
722957,52418.0,38851.0,49587.0,46630.0
723010,38957.0,35287.0,57450.0,50512.0
723058,49127.0,46667.0,53370.0,37638.0
723106,58682.0,49791.0,43241.0,27319.0
723158,52317.0,43230.0,49052.0,43003.0
723206,38077.0,37847.0,57916.0,50105.0
723256,47558.0,44233.0,55709.0,41869.0
723309,59273.0,48751.0,42927.0,32256.0
723356,56722.0,46242.0,46973.0,42445.0
723409,40571.0,41380.0,58513.0,49318.0
723457,46749.0,45293.0,57697.0,42583.0
723508,59478.0,47325.0,45016.0,34437.0
723556,57232.0,43568.0,45479.0,41480.0
723610,40357.0,42091.0,57264.0,47364.0
723657,44329.0,45134.0,58188.0,39571.0
723708,59014.0,45969.0,47071.0,34514.0
723756,58350.0,42443.0,45345.0,43031.0
723809,43186.0,43389.0,57169.0,48624.0
723857,45173.0,47101.0,58529.0,40018.0
723906,57918.0,45917.0,50028.0,33744.0
723956,58074.0,40705.0,45372.0,43628.0
724006,45689.0,42252.0,56113.0,48754.0
