0.555556,0.002475,-0.100267,-0.017658,0.013637,-0.004829,0.000992,-0.000105,0.000004,-0.002475,0.100271,0.017571,-0.012947,0.004830,-0.000994,0.000105,-0.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.555556,-0.493085,-0.018273,0.011987,0.000148,-0.000048,-0.000000,0.000000,-0.000000,0.645858,0.084171,-0.003925,-0.000171,0.000004,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.555556,-0.165743,0.104471,0.004067,-0.001838,0.000669,-0.000187,0.000024,-0.000001,0.985772,0.018600,-0.006175,0.000128,-0.000057,0.000012,-0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.555556,0.436248,0.053871,-0.010606,-0.000436,0.000043,0.000001,-0.000000,0.000000,0.862734,-0.055749,-0.005243,0.000113,0.000005,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.555556,0.315706,-0.094717,0.017948,-0.026465,0.013359,-0.003241,0.000381,-0.000017,0.334936,-0.112967,0.023426,-0.026778,0.013239,-0.003216,0.000378,-0.000017,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.555556,-0.323528,-0.084059,0.007865,0.000681,-0.000032,-0.000002,0.000000,0.000000,-0.344643,-0.103495,0.002095,0.000210,-0.000002,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.555556,-0.430013,0.047060,0.032354,-0.021465,0.009605,-0.002251,0.000257,-0.000011,-0.868245,-0.054638,0.005049,0.000413,-0.000188,0.000055,-0.000008,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.555556,0.170108,0.103673,-0.004136,-0.000840,0.000017,0.000002,-0.000000,-0.000000,-0.984974,0.019040,0.005986,-0.000039,-0.000006,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.555556,0.492282,-0.019296,-0.011968,0.000157,0.000048,-0.000000,-0.000000,0.000000,-0.642253,0.084506,0.003903,-0.000171,-0.000004,0.000000,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.555556,0.002475,-0.100267,-0.017658,0.013637,-0.004829,0.000992,-0.000105,0.000004,-0.002475,0.100271,0.017571,-0.012947,0.004830,-0.000994,0.000105,-0.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
